no,id,title,Category,title_seg,title_clean
Thread4521,5807155232.0,家长们你们的小孩2岁体检是智力是多少岁？,0,家长 们 你们 的 小孩 2 岁 体检 是 智力 是 多少岁 ？,家长 小孩 岁 体检 智力 多少岁
Thread4549,5810985235.0,孩子在开始游戏前会有意识说123开始,0,孩子 在 开始 游戏 前会 有意识 说 123 开始,孩子 游戏 前会 有意识 说
Thread4586,5816012453.0,记录下宝宝三个月的进步。跟我的眼神对视多了起来，会拿各种他喜,0,记录 下 宝宝 三个 月 的 进步 。 跟 我 的 眼神 对视 多 了 起来 ， 会 拿 各种 他 喜,记录 宝宝 三个 月 眼神 对视 喜
Thread4602,5818140578.0,每个人的路都不一样！痛苦也是可以活出精彩,0,每个 人 的 路 都 不 一样 ！ 痛苦 也 是 可以 活 出 精彩,路 痛苦 精彩
Thread4622,5820743050.0,没有长沙的家长抱团的，我微310601439，孩子出生于15,2,没有 长沙 的 家长 抱团 的 ， 我微 310601439 ， 孩子 出 生于 15,长沙 家长 抱团 我微 孩子 生于
Thread4624,5820917138.0,自闭症的孩子不愿意上集体课怎么办，千万别强制上课_上海育之星,1,自闭症 的 孩子 不 愿意 上 集体 课 怎么办 ， 千万别 强制 上课 _ 上海 育之星,自闭症 孩子 集体 课 千万别 强制 上课 上海 育之星
Thread4695,5831039523.0,我家宝宝11个月，很多问题都有存在,0,我家 宝宝 11 个 月 ， 很多 问题 都 有 存在,我家 宝宝 月
Thread4701,5831481391.0,刚才准备下雨，楼上晒着稻谷，父母在田里忙农活，不得已把小孩关,0,刚才 准备 下雨 ， 楼上 晒 着 稻谷 ， 父母 在 田里 忙 农活 ， 不得已 把 小孩 关,下雨 楼上 晒 稻谷 父母 田里 忙 农活 小孩 关
Thread4703,5831652801.0,宝宝11个月，之前一直不爱笑，今天有人说我宝宝症状最像自闭,0,宝宝 11 个 月 ， 之前 一直 不爱笑 ， 今天 有人 说 我 宝宝 症状 最像 自闭,宝宝 月 不爱笑 有人 说 宝宝 症状 最像 自闭
Thread4714,5833330737.0,人生很难，心态放宽,4,人生 很难 ， 心态 放宽,人生 很难 心态 放宽
Thread4716,5833396612.0,自闭症康复训练,0,自闭症 康复训练,自闭症 康复训练
Thread4813,5844444896.0,又被儿子咬了一下，因为他想玩水。弄一身，手很疼但是心更疼，什,0,又 被 儿子 咬 了 一下 ， 因为 他 想 玩水 。 弄 一身 ， 手 很 疼 但是 心 更 疼 ， 什,儿子 咬 想 玩水 弄 一身 手 疼 心 疼 什
Thread4928,5859551200.0,有多少人通过康复训练和正常孩子一样?,3,有 多少 人 通过 康复训练 和 正常 孩子 一样 ?,康复训练 孩子
Thread4972,5865660518.0,记录我家的梁,0,记录 我家 的 梁,记录 我家 梁
Thread5013,5869362920.0,成都有哪些靠谱的康复机构,0,成都 有 哪些 靠 谱 的 康复 机构,成都 谱 康复 机构
Thread5053,5873605959.0,肠道微生物与自闭症：学术成就与未解之谜,3,肠道 微生物 与 自闭症 ： 学术 成就 与 未解 之谜,肠道 微生物 自闭症 学术 成就 未解 之谜
Thread5060,5874379146.0,吧里的老师们给看看我娃这种情况：1周9多，最近特别爱打小朋友,0,吧 里 的 老师 们 给 看看 我娃 这种 情况 ： 1 周 9 多 ， 最近 特别 爱 打 小朋友,里 老师 我娃 情况 周 特别 爱 小朋友
Thread5067,5875226165.0,我在残疾人托养中心那里住，求转自闭症托养相关手续流程(我身在,0,我 在 残疾人 托养 中心 那里 住 ， 求转 自闭症 托养 相关 手续 流程 ( 我身 在,残疾人 托养 中心 住 求转 自闭症 托养 相关 手续 流程 我身
Thread5068,5875320815.0,关爱自闭症儿童是,0,关爱 自闭症 儿童 是,关爱 自闭症 儿童
Thread5102,5880452816.0,自闭就自闭吧，动画片也看不懂，我都怀疑是智障了,0,自闭 就 自闭 吧 ， 动画片 也 看不懂 ， 我 都 怀疑 是 智障 了,自闭 自闭 动画片 看不懂 怀疑 智障
Thread5118,5882748570.0,给各位还在担心怀疑自己家宝宝是否患有自闭症的父母。图片来源于,0,给 各位 还 在 担心 怀疑 自己 家 宝宝 是否 患有 自闭症 的 父母 。 图片 来源于,担心 怀疑 家 宝宝 患有 自闭症 父母 图片 来源于
Thread5122,5883124431.0,诺诺爸爸康复日记音频2：诺诺是如何获得语言的,0,诺诺 爸爸 康复 日记 音频 2 ： 诺诺 是 如何 获得 语言 的,诺诺 爸爸 康复 日记 音频 诺诺 语言
Thread5129,5884480912.0,自闭症ABC结果是32分，真的不敢相信这个结果，我家宝宝在家,0,自闭症 ABC 结果 是 32 分 ， 真的 不敢相信 这个 结果 ， 我家 宝宝 在家,自闭症 分 真的 不敢相信 我家 宝宝 在家
Thread5192,5893078766.0,医学预言之“自闭症的致病原因”,3,医学 预言 之 “ 自闭症 的 致病 原因 ”,医学 预言 自闭症 致病 原因
Thread5201,5895272937.0,宝宝现在两岁半，出去玩不听指令，给他吃零食或者拿手机出来的时,0,宝宝 现在 两岁半 ， 出去玩 不 听 指令 ， 给 他 吃零食 或者 拿 手机 出来 的 时,宝宝 两岁半 出去玩 听 指令 吃零食 手机 时
Thread5238,5899742722.0,请问各位怎样去选择自闭症康复训练机构？ 私人民营的要一二万一,0,请问 各位 怎样 去 选择 自闭症 康复训练 机构 ？   私人 民营 的 要 一二万 一,请问 选择 自闭症 康复训练 机构 私人 民营 一二万
Thread5275,5904914005.0,孩子这两天学会了刷牙很欣喜，希望越来越好,0,孩子 这 两天 学会 了 刷牙 很 欣喜 ， 希望 越来越 好,孩子 两天 学会 刷牙 欣喜 希望 越来越
Thread5321,5909207324.0,请大伙分析一下孩子，求求你们，现在家人都不信,0,请 大伙 分析 一下 孩子 ， 求求 你们 ， 现在 家人 都 不信,请 大伙 分析 孩子 求求 家人 不信
Thread5325,5909817194.0,有没有小时候自闭症的宝宝，长大了的，或者八九岁的，现在都什么,0,有没有 小时候 自闭症 的 宝宝 ， 长大 了 的 ， 或者 八九岁 的 ， 现在 都 什么,有没有 小时候 自闭症 宝宝 长大 八九岁
Thread5357,5912584522.0,有没有西安的，推荐一下靠谱机构,0,有没有 西安 的 ， 推荐 一下 靠 谱 机构,有没有 西安 推荐 谱 机构
Thread5421,5917801872.0,【家长必读】朱璟：把训练融入生活并不难！,1,【 家长 必读 】 朱璟 ： 把 训练 融入 生活 并 不难 ！,家长 必读 朱璟 训练 融入 生活 不难
Thread5461,5919744210.0,被医院检查说宝宝是孤独症，请不要尽信医院 ，宝宝小不一定就是,3,被 医院 检查 说 宝宝 是 孤独症 ， 请 不要 尽信 医院   ， 宝宝 小 不 一定 就是,医院 检查 说 宝宝 孤独症 请 尽信 医院 宝宝
Thread5467,5920237150.0,贵阳自闭症哪家医院好,0,贵阳 自闭症 哪家 医院 好,贵阳 自闭症 哪家 医院
Thread5470,5920605751.0,我究竟是做错了什么,0,我 究竟 是 做 错 了 什么,做 错
Thread5477,5921556032.0,我的负面情绪我觉得我真的不是一个好妈妈。我在他不管不顾拿别人,0,我 的 负面 情绪 我 觉得 我 真的 不是 一个 好 妈妈 。 我 在 他 不管不顾 拿 别人,负面 情绪 真的 妈妈 不管不顾
Thread5516,5925051489.0,恰当的肠道微生物组成可持续缓解自闭症状,3,恰当 的 肠道 微生物 组成 可 持续 缓解 自闭症 状,恰当 肠道 微生物 持续 缓解 自闭症 状
Thread5537,5927342297.0,强迫自闭小孩上感统训练是否得当,0,强迫 自闭 小孩 上 感统 训练 是否 得当,强迫 自闭 小孩 感统 训练 得当
Thread5693,5945388298.0,快四岁了，我依然没有带他去医院，唉,0,快 四岁 了 ， 我 依然 没有 带 他 去 医院 ， 唉,四岁 依然 医院
Thread5699,5945974950.0,你需要知道的自闭症词汇表！广州 慧蓝  昨天在有关自闭症的书,1,你 需要 知道 的 自闭症 词汇表 ！ 广州   慧蓝     昨天 在 有关 自闭症 的 书,自闭症 词汇表 广州 慧蓝 昨天 自闭症 书
Thread5751,5950426296.0,有多少人和我一样，希望眼前的一切只是一场梦，或者想从小时候重,0,有 多少 人 和 我 一样 ， 希望 眼前 的 一切 只是 一场 梦 ， 或者 想 从 小时候 重,希望 眼前 一场 梦 想 小时候 重
Thread5842,5957432235.0,儿童自闭症测试 小程序上线了,1,儿童 自闭症 测试   小 程序 上线 了,儿童 自闭症 测试 程序 上线
Thread5876,5959917862.0,“自闭症”是如何发的，发生了怎么办？,0,“ 自闭症 ” 是 如何 发 的 ， 发生 了 怎么办 ？,自闭症 发 发生
Thread5882,5960592735.0,谁有ABA全套教程和语言康复教程，求告诉,0,谁 有 ABA 全套 教程 和 语言 康复 教程 ， 求 告诉,全套 教程 语言 康复 教程 求 告诉
Thread5884,5960631166.0,自闭症和小时候吃的奶粉有关系吗,3,自闭症 和 小时候 吃 的 奶粉 有 关系 吗,自闭症 小时候 吃 奶粉 关系
Thread5921,5963540904.0,求助 重医儿童医院应该挂什么科？有推荐医生吗？,0,求助   重医 儿童医院 应该 挂 什么 科 ？ 有 推荐 医生 吗 ？,求助 重医 儿童医院 挂 科 推荐 医生
Thread5930,5964059606.0,作为家长，我们能做什么？孩子好像都不配合，怎么建立彼此关系？,0,作为 家长 ， 我们 能 做 什么 ？ 孩子 好像 都 不 配合 ， 怎么 建立 彼此 关系 ？,家长 做 孩子 好像 配合 建立 关系
Thread5955,5966250828.0,各位星娃家长看过来，有15年教龄的特教于老师在廊坊开讲了，教,1,各位 星娃 家长 看 过来 ， 有 15 年 教龄 的 特教 于 老师 在 廊坊 开讲 了 ， 教,星娃 家长 年 教龄 特教 老师 廊坊 开讲 教
Thread5973,5967696296.0,大家关掉电子产品 就会好 我是上个月检查说我孩子有倾向 孩子,3,大家 关掉 电子产品   就 会 好   我 是 上个月 检查 说 我 孩子 有 倾向   孩子,关掉 电子产品 上个月 检查 说 孩子 倾向 孩子
Thread5974,5967721060.0,11月26日，孩子被确诊为中度孤独症,0,11 月 26 日 ， 孩子 被 确诊 为 中度 孤独症,月 日 孩子 确诊 中度 孤独症
Thread5993,5969313494.0,重点是孩子对你的兴趣大过物,0,重点 是 孩子 对 你 的 兴趣 大过物,重点 孩子 兴趣 大过物
Thread6009,5970630686.0,想咨询下吧友，家里孩子是不是自闭症，我是孩子亲戚，之前他父母,0,想 咨询 下 吧 友 ， 家里 孩子 是不是 自闭症 ， 我 是 孩子 亲戚 ， 之前 他 父母,想 咨询 友 家里 孩子 自闭症 孩子 亲戚 父母
Thread6014,5970733039.0,近年来，孤独症的发病率一直呈现不断上升的趋势。由于目前中国专,0,近年来 ， 孤独症 的 发病率 一直 呈现 不断 上升 的 趋势 。 由于 目前 中国 专,孤独症 发病率 呈现 趋势 中国 专
Thread6194,5985839597.0,分享：杭州家培班,1,分享 ： 杭州 家培班,分享 杭州 家培班
Thread6255,5992519166.0,我是个十六岁自闭症孩子家长，今年孩子上高一了，在十多年的训练,0,我 是 个 十六岁 自闭症 孩子 家长 ， 今年 孩子 上 高一 了 ， 在 十多年 的 训练,十六岁 自闭症 孩子 家长 孩子 高一 十多年 训练
Thread6278,5995014139.0,北京和上海哪里自闭学校比较好？,0,北京 和 上海 哪里 自闭 学校 比较 好 ？,北京 上海 自闭 学校
Thread6286,5995812825.0,前几天广州一宝妈因为孩子患有自闭症自杀，家长应该怎样应对生活,0,前 几天 广州 一宝妈 因为 孩子 患有 自闭症 自杀 ， 家长 应该 怎样 应对 生活,前 几天 广州 一宝妈 孩子 患有 自闭症 自杀 家长 应对 生活
Thread6408,6004844603.0,我该如何以待,0,我该 如何 以待,我该 以待
Thread6411,6005038532.0,仿说，要多久？还是会一直说下去？,0,仿说 ， 要 多久 ？ 还是 会 一直 说 下去 ？,仿说 多久 说
Thread6450,6007899181.0,我家宝宝两岁半、会叫爸爸妈妈奶奶、单字全会说、双字会五、个四,0,我家 宝宝 两岁半 、 会 叫 爸爸妈妈 奶奶 、 单字 全会 说 、 双字 会 五 、 个 四,我家 宝宝 两岁半 爸爸妈妈 奶奶 单字 全会 说 双字 五 四
Thread6473,6009407425.0,今天刚检查的食物不耐受,0,今天 刚 检查 的 食物 不 耐受,检查 食物 耐受
Thread6502,6012434178.0,现在孩子看不到头，虽然训练了，但是感觉效果不明显，好想带她去,0,现在 孩子 看不到 头 ， 虽然 训练 了 ， 但是 感觉 效果 不 明显 ， 好 想 带 她 去,孩子 看不到 头 训练 感觉 效果 想
Thread6514,6013612737.0,两岁整不会提示大小便，只会简单的几个单字和爷爷阿姨妈妈。分享,0,两岁 整 不会 提示 大小便 ， 只会 简单 的 几个 单字 和 爷爷 阿姨 妈妈 。 分享,两岁 整 提示 大小便 只会 简单 几个 单字 爷爷 阿姨 妈妈 分享
Thread6572,6019521883.0,我孩子上个月被北京儿童医院确诊，我自己在家干预了一个月，现在,0,我 孩子 上个月 被 北京 儿童医院 确诊 ， 我 自己 在家 干预 了 一个月 ， 现在,孩子 上个月 北京 儿童医院 确诊 在家 干预 一个月
Thread6573,6019593759.0,请问大家abc量表是怎么算分的，是轻微算一分，经常算两分，严,0,请问 大家 abc 量表 是 怎么 算分 的 ， 是 轻微 算 一分 ， 经常 算 两分 ， 严,请问 量表 算分 轻微 算 一分 算 两分 严
Thread6629,6028927710.0,我家儿子3岁，会叫爸爸妈妈爷爷奶奶，会说一些单词，能回答要和,0,我家 儿子 3 岁 ， 会 叫 爸爸妈妈 爷爷奶奶 ， 会 说 一些 单词 ， 能 回答 要 和,我家 儿子 岁 爸爸妈妈 爷爷奶奶 说 单词 回答
Thread6630,6028939685.0,【谢谢您改变了我的一生】因为有您：我的孩子戒毒了；因为有您我,4,【 谢谢您 改变 了 我 的 一生 】 因为 有 您 ： 我 的 孩子 戒毒 了 ； 因为 有 您 我,谢谢您 改变 一生 孩子 戒毒
Thread6634,6029355451.0,有济宁的患者家属吗？,0,有 济宁 的 患者 家属 吗 ？,济宁 患者 家属
Thread6658,6030654339.0,邹城市特殊教育学校,1,邹城市 特殊教育 学校,邹城市 特殊教育 学校
Thread6718,6036035459.0,下雪了       来自遥远星球的孩子☔ 你知道什么是雪吗💦,0,下雪 了               来自 遥远 星球 的 孩子 ☔   你 知道 什么 是 雪 吗 💦,下雪 遥远 星球 孩子 雪
Thread6729,6037415585.0,女儿4岁了。还不会与人正常的交流，刻板行为比较严重，比如反复,0,女儿 4 岁 了 。 还 不会 与 人 正常 的 交流 ， 刻板 行为 比较严重 ， 比如 反复,女儿 岁 交流 刻板 比较严重 反复
Thread6762,6039880974.0,高功能自闭症与阿斯伯格综合征之认知行为治疗（提纲）,0,高 功能 自闭症 与 阿 斯伯格 综合征 之 认知 行为 治疗 （ 提纲 ）,高 功能 自闭症 斯伯格 综合征 认知 治疗 提纲
Thread6789,6042146267.0,焦虑，愧疚，战战兢兢。。。,0,焦虑 ， 愧疚 ， 战战兢兢 。 。 。,焦虑 愧疚 战战兢兢
Thread6796,6042535606.0,一岁四个月女宝宝，是自闭嘛？,0,一岁 四个 月 女 宝宝 ， 是 自闭 嘛 ？,一岁 四个 月 女 宝宝 自闭
Thread6867,6048725087.0,宝宝1岁9个月不会说话，偶尔也蒙话。听不懂大人的话，不听指令,0,宝宝 1 岁 9 个 月 不会 说话 ， 偶尔 也 蒙话 。 听不懂 大人 的话 ， 不 听 指令,宝宝 岁 月 说话 蒙话 听不懂 大人 听 指令
Thread6869,6048874041.0,半个月 从确诊重度低功能自闭症到疑是“脱帽”       今,0,半个 月   从 确诊 重度 低 功能 自闭症 到疑 是 “ 脱帽 ”               今,半个 月 确诊 重度 低 功能 自闭症 到疑 脱帽
Thread7105,6065778358.0,机构之余我自己在家制定孩子的综合干预计划，主要是根据vb和早,0,机构 之余 我 自己 在家 制定 孩子 的 综合 干预 计划 ， 主要 是 根据 vb 和 早,机构 之余 在家 制定 孩子 综合 干预 计划 早
